end,item1,item2,item3,item4,lvl,name,server,sex,special_features1,special_features2,special_features3,special_features4,special_features5,start,status_auction,tc,vocation
"Aug 29 2020, 10:00 CEST","""a composite hornbow""","""a Zaoan helmet""","""prismatic legs""","""a rift crossbow""",154,Coragemcovarde,Ferobra,Male,"Total Charm Points 320, Unused Charm Points: 320",23 Magic Level (Loyalty bonus not included),105 Distance Fighting (Loyalty bonus not included),,,"Aug 27 2020, 10:13 CEST",Sold,1021,Royal Paladin
"Aug 29 2020, 10:00 CEST","51x ""a sudden death rune""","""a squeezing gear of girlpower""","2x ""a diapason""","""(no item for display selected)""",137,Veigar Zero,Talera,Male,70 Magic Level (Loyalty bonus not included),"Achievement ""Gravedigger"" accomplished",Character World Transfer available,34 Achievement Points,,"Aug 27 2020, 10:13 CEST",Sold,651,Sorcerer
"Aug 29 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",30,Kha Zik,Estela,Male,112 Distance Fighting (Loyalty bonus not included),102 Shielding (Loyalty bonus not included),Daily Reward Streak: 7/7,12 Magic Level (Loyalty bonus not included),,"Aug 27 2020, 10:07 CEST",Not Sold,1201,Paladin
"Aug 29 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",337,Panita Fresco,Talera,Male,Store Mounts: 1,102 Axe Fighting (Loyalty bonus not included),Store Outfits: 1,Character World Transfer available,11 Quests completed,"Aug 27 2020, 10:13 CEST",Sold,3101,Elite Knight
"Aug 29 2020, 10:00 CEST","""a crusader helmet""","""a vampire shield""","""a relic sword""","""Zaoan legs""",49,Luzin tank full,Libertabra,Male,49 Level,6 Magic Level (Loyalty bonus not included),"Total Charm Points 75, Unused Charm Points: 75","50370 Gold total in bank, inventory and depot",71 Sword Fighting (Loyalty bonus not included),"Aug 27 2020, 10:11 CEST",Sold,153,Elite Knight
"Aug 29 2020, 10:00 CEST","""a dream warden mask""","""a nightmare hook""","""a giant pacifier""","""a candle stump""",352,Joh Clarke,Quelibra,Male,"Blessings active: 7/7, Twist of Fate active: yes","Total Charm Points 1320, Unused Charm Points: 520",Character World Transfer available,93 Magic Level (Loyalty bonus not included),12 Quests completed,"Aug 27 2020, 10:14 CEST",Not Sold,4500,Master Sorcerer
"Aug 29 2020, 10:00 CEST","""blue legs""","""boots of haste""","""a hat of the mad""","""a demon shield""",47,San Pateste Milagroso,Talera,Male,980x an ultimate mana potion (Store Item),Character World Transfer available,"84546 Gold total in bank, inventory and depot",64 Magic Level (Loyalty bonus not included),,"Aug 27 2020, 10:13 CEST",Not Sold,100,Master Sorcerer
"Aug 29 2020, 10:00 CEST","""a present""","""a festive backpack""","""(no item for display selected)""","""(no item for display selected)""",371,Alexitta Queen,Lobera,Female,"Total Charm Points 465, Unused Charm Points: 465",95 Magic Level (Loyalty bonus not included),,,,"Aug 27 2020, 10:13 CEST",Sold,4000,Sorcerer
"Aug 29 2020, 10:00 CEST","7x ""a spear""","""a brass armor""","""a legion helmet""","""a steel shield""",19,Archer Lowii,Firmera,Male,"Blessings active: 5/7, Twist of Fate active: yes",127 Distance Fighting (Loyalty bonus not included),117 Shielding (Loyalty bonus not included),Character World Transfer available,,"Aug 27 2020, 10:08 CEST",Sold,18000,Paladin
"Aug 29 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",68,Wadashi Knight,Lobera,Male,Character World Transfer available,6 Magic Level (Loyalty bonus not included),99 Sword Fighting (Loyalty bonus not included),92 Shielding (Loyalty bonus not included),"Blessings active: 5/7, Twist of Fate active: yes","Aug 27 2020, 10:13 CEST",Not Sold,150,Knight
"Aug 29 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",139,Midkun,Garnera,Female,114 Distance Fighting (Loyalty bonus not included),91 Achievement Points,,,,"Aug 27 2020, 10:08 CEST",Sold,500,Royal Paladin
"Aug 29 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",99,King Heall,Honbra,Male,"Achievement ""Merry Adventures"" accomplished","Achievement ""Bearbaiting"" accomplished","Achievement ""Choking on Her Venom"" accomplished","Achievement ""Matchmaker"" accomplished",19 Achievement Points,"Aug 27 2020, 10:11 CEST",Sold,351,Elder Druid
"Aug 29 2020, 10:00 CEST","""Zaoan legs""","""a prismatic armor""","""a prismatic shield""","""a crystalline sword""",177,Pirate of Lucera,Impera,Male,88 Achievement Points,13 Quests completed,95 Sword Fighting (Loyalty bonus not included),87 Shielding (Loyalty bonus not included),177 Level,"Aug 27 2020, 10:08 CEST",Sold,536,Elite Knight
"Aug 29 2020, 10:00 CEST","""grasshopper legs""","""a blade of destruction""","""a foxtail amulet""","4x ""an exercise sword""",278,Manodogueto,Celebra,Male,107 Sword Fighting (Loyalty bonus not included),"Achievement ""A Study in Scarlett"" accomplished",Store Outfits: 1,,,"Aug 27 2020, 10:11 CEST",Sold,2451,Elite Knight
"Aug 29 2020, 10:00 CEST","""boots of haste""","3x ""a cream cake""","50x ""a surprise bag""","23x ""an ultimate spirit potion""",133,Shadow Of Demon,Impera,Male,115 Distance Fighting (Loyalty bonus not included),8 Quests completed,21 Magic Level (Loyalty bonus not included),"Achievement ""The Picky Pig"" accomplished","Achievement ""High Inquisitor"" accomplished","Aug 27 2020, 10:08 CEST",Sold,511,Royal Paladin
"Aug 29 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",113,Ethernal brendittha,Celesta,Male,93 Achievement Points,11 Quests completed,113 Level,67 Magic Level (Loyalty bonus not included),"Achievement ""Bearhugger"" accomplished","Aug 27 2020, 10:06 CEST",Sold,200,Elder Druid
"Aug 29 2020, 10:00 CEST","""a skull staff""","""a jewelled backpack""","""a dream blossom staff""","""(no item for display selected)""",109,Ethernit Lordzinn,Ombra,Male,30 Achievement Points,"149492 Gold total in bank, inventory and depot","Total Charm Points 155, Unused Charm Points: 155",109 Level,62 Magic Level (Loyalty bonus not included),"Aug 27 2020, 10:10 CEST",Sold,702,Elder Druid
"Aug 29 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",64,Super Szybkie Sanki,Antica,Male,1320x a supreme health potion (Store Item),109 Sword Fighting (Loyalty bonus not included),102 Shielding (Loyalty bonus not included),7 Magic Level (Loyalty bonus not included),Character World Transfer available,"Aug 28 2020, 10:11 CEST",Sold,601,Elite Knight
"Aug 29 2020, 10:00 CEST","""a skullcracker armor""","""an ornate shield""","""(no item for display selected)""","""(no item for display selected)""",292,Sohh Chayy,Serdebra,Male,Character World Transfer available,114 Sword Fighting (Loyalty bonus not included),292 Level,"Total Charm Points 1605, Unused Charm Points: 5",249 Achievement Points,"Aug 27 2020, 10:13 CEST",Sold,4501,Elite Knight
"Aug 29 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",113,Lord Dark Rott,Zunera,Male,33 Achievement Points,104 Distance Fighting (Loyalty bonus not included),4 Quests completed,92 Shielding (Loyalty bonus not included),113 Level,"Aug 27 2020, 10:08 CEST",Not Sold,125,Royal Paladin
"Aug 29 2020, 10:00 CEST","""grasshopper legs""","2x ""a prismatic armor""","""a crest of the deep seas""","""a rift bow""",222,Duque de Recife,Wintera,Male,"Blessings active: 7/7, Twist of Fate active: yes","Total Charm Points 1085, Unused Charm Points: 485",104 Distance Fighting (Loyalty bonus not included),222 Level,26 Magic Level (Loyalty bonus not included),"Aug 27 2020, 10:10 CEST",Not Sold,1300,Royal Paladin
"Aug 29 2020, 10:00 CEST","""boots of haste""","""a dragon statue""","""grasshopper legs""","""a prismatic armor""",605,Jhon Sennin,Kalibra,Male,116 Axe Fighting (Loyalty bonus not included),111 Shielding (Loyalty bonus not included),12 Magic Level (Loyalty bonus not included),Store Mounts: 1,Store Outfits: 1,"Aug 27 2020, 10:13 CEST",Not Sold,17000,Elite Knight
"Aug 29 2020, 10:00 CEST","""a santa doll""","""a truelove teddy""","""(no item for display selected)""","""(no item for display selected)""",52,Spyka Yerana,Nefera,Male,111 Distance Fighting (Loyalty bonus not included),101 Shielding (Loyalty bonus not included),52 Level,,,"Aug 27 2020, 10:09 CEST",Not Sold,750,Royal Paladin
"Aug 29 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",105,Servo Of Devil,Talera,Male,26 Achievement Points,3 Quests completed,90 Axe Fighting (Loyalty bonus not included),84 Shielding (Loyalty bonus not included),105 Level,"Aug 27 2020, 10:13 CEST",Sold,150,Elite Knight
"Aug 29 2020, 10:00 CEST","""magma legs""","""boots of haste""","""a hat of the mad""","""a spellbook of enlightenment""",83,Pinshi Piingox,Emera,Male,710x an ultimate mana potion (Store Item),1234x a great mana potion (Store Item),70 Magic Level (Loyalty bonus not included),"138478 Gold total in bank, inventory and depot",Store Mounts: 1,"Aug 27 2020, 10:06 CEST",Not Sold,500,Elder Druid
"Aug 29 2020, 10:00 CEST","5x ""a yellow backpack""","""a beach backpack""","""a demon backpack""","3x ""an orange backpack""",236,Kovalenka,Peloria,Female,59x a mana potion (Store Item),5x a strong health potion (Store Item),"Blessings active: 5/7, Twist of Fate active: yes",9 Magic Level (Loyalty bonus not included),Character World Transfer available,"Aug 28 2020, 10:09 CEST",Sold,1200,Knight
"Aug 29 2020, 10:00 CEST","""a gill gugel""","""a gill coat""","""gill legs""","""a spellbook of vigilance""",220,King Guzzlemaw,Wintera,Male,Character World Transfer available,78 Magic Level (Loyalty bonus not included),220 Level,32 Shielding (Loyalty bonus not included),"Blessings active: 7/7, Twist of Fate active: yes","Aug 27 2020, 10:11 CEST",Sold,2171,Elder Druid
"Aug 29 2020, 10:00 CEST","""a platinum amulet""","""a demon helmet""","14x ""a guardian shield""","""a demon shield""",113,Alvaro Quiros,Zuna,Male,"Blessings active: 5/7, Twist of Fate active: yes",26 Achievement Points,"222570 Gold total in bank, inventory and depot",92 Distance Fighting (Loyalty bonus not included),113 Level,"Aug 27 2020, 10:04 CEST",Not Sold,125,Royal Paladin
"Aug 29 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",157,Pezyn,Kalibra,Male,,,,,,"Aug 26 2020, 10:07 CEST",Sold,6501,Elite Knight
"Aug 29 2020, 10:00 CEST","""magma legs""","""a hat of the mad""","""a focus cape""","""a spellbook of mind control""",107,Bruzz Matyuz,Honbra,Male,58 Magic Level (Loyalty bonus not included),Character World Transfer available,8 Achievement Points,,,"Aug 28 2020, 10:11 CEST",Sold,350,Druid
"Aug 29 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",111,Xyri Zackyo,Peloria,Female,4 Achievement Points,3 Quests completed,82 Sword Fighting (Loyalty bonus not included),66 Shielding (Loyalty bonus not included),111 Level,"Aug 27 2020, 10:08 CEST",Not Sold,150,Elite Knight
"Aug 29 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",60,Maximus Meridiius,Solidera,Male,"Achievement ""High Inquisitor"" accomplished",95 Axe Fighting (Loyalty bonus not included),Character World Transfer available,19 Quests completed,"Achievement ""Yalahari of Wisdom"" accomplished","Aug 27 2020, 10:10 CEST",Sold,150,Elite Knight
"Aug 29 2020, 10:00 CEST","""boots of haste""","""a Zaoan helmet""","""a rift bow""","""a foxtail amulet""",162,Smurf Sacred,Secura,Male,"Achievement ""Archpostman"" accomplished",116 Distance Fighting (Loyalty bonus not included),106 Shielding (Loyalty bonus not included),162 Level,Character World Transfer available,"Aug 27 2020, 10:09 CEST",Sold,1446,Royal Paladin
"Aug 29 2020, 10:00 CEST","""a jester staff""","""a rift bow""","""a rift crossbow""","""an ornate carving bow""",337,Sazzan,Gentebra,Male,"Blessings active: 7/7, Twist of Fate active: yes","Total Charm Points 1399, Unused Charm Points: 599",120 Distance Fighting (Loyalty bonus not included),337 Level,29 Magic Level (Loyalty bonus not included),"Aug 27 2020, 10:15 CEST",Sold,7001,Royal Paladin
"Aug 29 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",111,Spirit Of Blade,Lobera,Male,5 Quests completed,19 Achievement Points,"Blessings active: 5/7, Twist of Fate active: yes",90 Sword Fighting (Loyalty bonus not included),84 Shielding (Loyalty bonus not included),"Aug 27 2020, 10:13 CEST",Not Sold,150,Elite Knight
"Aug 29 2020, 10:00 CEST","""a magic plate armor""","""a noble axe""","""a Zaoan helmet""","""Zaoan legs""",71,Sparrtakus,Impera,Male,110 Axe Fighting (Loyalty bonus not included),92 Sword Fighting (Loyalty bonus not included),104 Shielding (Loyalty bonus not included),71 Level,,"Aug 27 2020, 10:08 CEST",Not Sold,1500,Elite Knight
"Aug 29 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",105,Head Tiw,Lobera,Male,11 Achievement Points,92 Sword Fighting (Loyalty bonus not included),"Total Charm Points 75, Unused Charm Points: 75",2 Quests completed,85 Shielding (Loyalty bonus not included),"Aug 27 2020, 10:13 CEST",Sold,125,Elite Knight
"Aug 29 2020, 10:00 CEST","28x ""a sudden death rune""","15x ""a magic wall rune""","""a bow""","""oriental shoes""",135,Whylyz Rush,Lutabra,Male,Daily Reward Streak: 10/7,Character World Transfer available,Monsters in Bestiary completed: 12,135 Level,69 Magic Level (Loyalty bonus not included),"Aug 27 2020, 10:15 CEST",Not Sold,500,Elder Druid
"Aug 29 2020, 10:00 CEST","""a knight armor""","""a bonelord shield""","""a crimson sword""","""an anniversary backpack""",38,Sio Nimim,Astera,Male,530x a mana potion (Store Item),117 Sword Fighting (Loyalty bonus not included),110 Shielding (Loyalty bonus not included),,,"Aug 27 2020, 10:07 CEST",Sold,3200,Knight
"Aug 29 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",118,Tiger Skin,Impera,Male,15 Achievement Points,3 Quests completed,89 Sword Fighting (Loyalty bonus not included),84 Shielding (Loyalty bonus not included),118 Level,"Aug 27 2020, 10:08 CEST",Not Sold,150,Knight
"Aug 29 2020, 10:00 CEST","""a wooden sword""","""a pannier backpack""","""green light""","""an energy vein""",15,Destripaneitor,Talera,Male,1007x a mana potion (Store Item),101 Sword Fighting (Loyalty bonus not included),94 Shielding (Loyalty bonus not included),Character World Transfer available,,"Aug 27 2020, 10:13 CEST",Not Sold,400,Knight
